id,task_statement_id,scenario,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,correct_explanation,wrong_explanation_1,wrong_explanation_2,wrong_explanation_3,created_at,service_tags
7c7795d5-f8ec-4beb-bdf8-c1a704e6101a,7a34a3da-ca83-4288-8702-a64a0a7a64d9,A company runs an analytics workload that queries historical data stored in Amazon Redshift. The cluster runs 24/7 but queries are only executed during business hours (8 AM–6 PM weekdays). The company wants to reduce Redshift costs without losing the data or query history. Which solution provides the most cost reduction?,"Use Amazon Redshift Serverless for the analytics workload, which charges only for the compute used during query execution and incurs no cost when idle.",Pause the Redshift cluster outside business hours using the cluster pause/resume feature and resume it each morning.,Resize the Redshift cluster to the smallest available node type to reduce hourly costs.,Purchase Reserved Nodes for the Redshift cluster with a 1-year term to reduce the hourly node cost.,"Amazon Redshift Serverless automatically provisions and scales compute capacity for query execution and charges only for the Redshift Processing Units (RPUs) used during queries. When no queries are running, there is no compute charge. For a workload with long idle periods, this provides significantly lower costs than a provisioned cluster running 24/7.","Pausing and resuming a Redshift cluster is a valid cost optimization — paused clusters do not incur compute charges. However, resume time can take several minutes, and the process requires automation. Redshift Serverless provides a more seamless experience with no resume latency for query execution.","Resizing to the smallest node type reduces the hourly rate but the cluster still runs 24/7, incurring charges during all idle overnight and weekend hours. The cost reduction is modest compared to a consumption-based model.","Reserved Nodes reduce the hourly rate for provisioned nodes but charge for the full reservation period regardless of usage. For a cluster idle more than 60% of the time, reserved pricing still charges for all idle hours at the discounted rate.",2026-05-17 09:14:46.790373+00,"[""redshift""]"
7d052238-6a45-4882-8cb6-19554a359a48,18cae474-f095-420f-9fe3-b929b95c2f36,A classification model returns both a predicted class and a numerical CONFIDENCE SCORE. How should the confidence score be interpreted in a responsible way?,"As a relative indicator of the model's certainty that can support, but not replace, human review for high-stakes decisions",As a guaranteed probability that the prediction is correct under all conditions,As a measure of how popular the prediction is across users,As a hyperparameter that can be tuned to improve accuracy,Confidence scores are useful but imperfect indicators of certainty. They can be miscalibrated and should not be treated as guaranteed probabilities — especially in high-stakes settings where human review remains valuable.,Many model confidence scores are not strictly calibrated and cannot be treated as exact probabilities.,Confidence scores are not based on user popularity.,"Confidence scores are model outputs, not hyperparameters.",2026-05-17 09:10:38.106984+00,
7d36ad86-50a2-4c12-b0e2-6ed63c0bf3e0,3db50918-353b-4c3f-8496-8cc954424770,"A development team needs to centrally create, manage, and rotate symmetric encryption keys used by Amazon S3, Amazon EBS, and AWS Lambda. Which service should the team use?",AWS Key Management Service (AWS KMS),AWS Secrets Manager,AWS Certificate Manager (ACM),AWS CloudHSM,"AWS KMS is the managed service for creating, controlling, and rotating cryptographic keys used to encrypt data across most AWS services including S3, EBS, and Lambda. It provides integrated key management with native AWS service integration.",Secrets Manager stores and rotates secrets such as database passwords or API keys. It does not manage data-encryption keys for service-level encryption.,"ACM provisions and manages TLS/SSL certificates for use with AWS services. It is for transport-layer security, not data encryption keys.",CloudHSM provides dedicated hardware security modules for customers with strict regulatory requirements. KMS is the default and more commonly used managed service for encryption keys.,2026-05-17 09:07:51.173233+00,"[""kms""]"
7d6a3a7f-6fd0-4bb1-b626-aa24d35c0f59,5e9dedb6-6f34-494f-bc42-5a356f38b091,"An IT governance team wants to publish a portfolio of approved CloudFormation-based products (e.g., a standard hardened Windows server, a vetted analytics stack) for internal developers to launch in a controlled, repeatable way. Which AWS service is purpose-built for this?",AWS Service Catalog,AWS Marketplace,AWS re:Post,AWS CodeArtifact,"AWS Service Catalog lets administrators publish a portfolio of approved CloudFormation-based products. End users in the organization can launch those products in a controlled, repeatable way, while administrators retain governance over what is offered.",Marketplace catalogs third-party software for general AWS customers. It is not the internal-approved-portfolio service.,"re:Post is a community Q&A site, not a launchable product catalog.","CodeArtifact stores build artifacts (npm, Maven, PyPI). It is not a CloudFormation portfolio service.",2026-05-17 09:08:54.872441+00,"[""service-catalog""]"
7d8249ad-0439-4bca-93ba-a82954fee4b3,f63b1152-d85c-4b99-98bb-8fe6cccb1b1f,A company wants to migrate a tightly coupled monolithic application to a microservices architecture on AWS. The application currently uses direct function calls between components. The solutions architect wants to introduce asynchronous communication between services while maintaining the ability to replay events if a downstream service fails and needs to reprocess historical data. Which service should the architect use?,"Use Amazon Kinesis Data Streams, which retains records for up to 365 days and allows consumers to replay events from any point in the retention window.","Use Amazon SQS Standard queues, which retain messages for up to 14 days and support at-least-once delivery.",Use Amazon SNS to publish events to all downstream services simultaneously with guaranteed delivery.,Use AWS Step Functions to orchestrate the sequence of service calls and retry failed steps automatically.,"Amazon Kinesis Data Streams retains records for up to 365 days and allows multiple independent consumers to read from the stream at different positions. If a downstream service fails, it can reset its iterator to an earlier position and replay all events from that point. This replay capability is a key differentiator from SQS, which deletes messages after they are consumed.","SQS messages are deleted after they are successfully consumed. SQS does not support replaying already-consumed messages — once a message is processed and deleted, it cannot be retrieved. The 14-day retention only applies to unconsumed messages.","Amazon SNS delivers messages to subscribers at the time of publication but does not store messages for replay. If a subscriber is unavailable when a message is published, the message is lost (unless an SQS queue is used as the subscriber). SNS has no replay capability.",AWS Step Functions orchestrates workflows with retry logic but is not a streaming or messaging service. It does not provide event replay capability for historical data reprocessing by independent consumers.,2026-05-17 09:15:05.769168+00,"[""kinesis"",""kinesis-data-streams""]"
7e3049df-fbac-4344-846f-c817f029a61f,6aca2074-e949-4651-9802-5191b305f540,A company wants to fine-tune a foundation model on PROPRIETARY documents that it does NOT own copyright to. Which limitation or risk MUST the company consider?,Intellectual property and licensing — using third-party copyrighted data without rights can expose the company to legal risk,Top-P inference parameter must be set to 1,Foundation models have no concept of intellectual property,Fine-tuning automatically clears any legal claim,"Training or fine-tuning on data the company does not have rights to can violate copyright, licensing, or contractual terms. Companies must ensure they have appropriate rights to use the data — a core consideration of responsible AI and AWS's Acceptable Use Policy.",Top-P is an inference parameter and is unrelated to legal-rights considerations.,Intellectual property protections still apply to data used by ML pipelines.,Fine-tuning does not transfer or clear licensing rights.,2026-05-17 09:11:00.713353+00,
7e770350-924c-44a4-bc50-fd1704beac62,f63b1152-d85c-4b99-98bb-8fe6cccb1b1f,A company runs a video transcoding service where jobs are submitted via a web interface and processed by worker EC2 instances. Jobs vary in duration from 5 minutes to 4 hours. The company wants the architecture to automatically scale the number of workers based on the number of pending jobs in the queue. Which scaling approach should the solutions architect implement?,Use an SQS queue for job submissions and configure an Auto Scaling group for the worker instances with a custom CloudWatch metric based on the SQS ApproximateNumberOfMessagesVisible attribute to drive scaling.,Use target tracking scaling on the Auto Scaling group based on CPU utilization of the worker instances.,Use scheduled scaling to add worker instances during business hours when most jobs are submitted.,"Use AWS Batch to manage the worker fleet, which automatically scales compute resources based on the number of submitted jobs.",Scaling based on SQS queue depth (ApproximateNumberOfMessagesVisible) directly reflects the amount of pending work. A custom CloudWatch metric derived from queue depth divided by the number of running instances (backlog per instance) allows the Auto Scaling group to scale out when jobs accumulate and scale in when the queue drains. This is the recommended pattern for queue-based worker scaling.,"CPU-based scaling reacts to current worker load, not pending work. If workers are processing long jobs, CPU may be high even when no new jobs are queued. Conversely, if workers are idle waiting for I/O, CPU may be low even with a large backlog. Queue depth is a more accurate signal for this workload.","Scheduled scaling is appropriate for predictable traffic patterns. Video transcoding job submissions are unpredictable and do not follow a fixed schedule, making scheduled scaling ineffective for this use case.","AWS Batch is a valid alternative for managed batch computing, but the question asks about scaling an existing EC2-based worker architecture. AWS Batch would require migrating the worker application to a containerized or managed job format.",2026-05-17 09:15:05.769168+00,"[""sqs"",""ec2"",""auto-scaling"",""cloudwatch""]"
7e77a450-03c8-4f7c-a5e2-1fb194e97404,5e9dedb6-6f34-494f-bc42-5a356f38b091,"A small business wants on-demand access to vetted AWS-certified experts for one-off projects, paying via their AWS bill. Which AWS resource matches this gig-style engagement model?",AWS IQ,AWS Professional Services,AWS Managed Services (AMS),AWS re:Post,"AWS IQ connects customers with AWS-certified third-party experts for short-term, scoped projects. Payments are processed through the customer's AWS bill, and the marketplace model fits gig-style engagements.",Professional Services is a paid AWS-employed consulting team. It is not the gig marketplace AWS IQ is.,AMS provides ongoing operations management for production workloads — much larger in scope than a gig project.,"re:Post is free community Q&A, not a hire-an-expert marketplace.",2026-05-17 09:08:54.872441+00,"[""aws-iq""]"
7ea94cc9-6f57-44bc-8317-e3c4d09de30b,75280f72-7d61-4634-97a4-05b518fdf8bc,"A data engineering team runs an Amazon Redshift cluster that processes analytical queries. The team wants to monitor query performance, identify slow queries, and track which users are running the most resource-intensive queries. Which Redshift feature provides detailed query performance metrics and execution history?",Query monitoring in the Redshift console and system tables (STL and SVL views),Amazon CloudWatch Logs,AWS CloudTrail,Amazon Athena query history,"Amazon Redshift provides query monitoring through the Redshift console and system tables (STL and SVL views). These views contain detailed information about query execution, including query text, execution time, rows processed, and user information. You can query these system tables to identify slow queries and analyze performance.","Amazon CloudWatch Logs can store Redshift logs, but it does not provide the structured query performance metrics and execution history that Redshift system tables offer. CloudWatch Logs are better suited for log aggregation and searching, not detailed query analysis.","AWS CloudTrail logs API calls made to Redshift for auditing purposes, such as cluster creation or configuration changes. It does not log query execution details or performance metrics.","Amazon Athena query history tracks queries run in Athena, not Redshift. Athena and Redshift are separate services with independent query execution engines and monitoring systems.",2026-05-17 09:12:49.173773+00,"[""redshift""]"
7edcb572-712f-433e-a497-eb65e379d20a,b6ec0c69-866f-4007-9815-273b1633e597,A data engineering team needs to encrypt data in transit between an Amazon EMR cluster and Amazon S3. The security team requires that all data transferred between these services uses TLS encryption. Which configuration enforces this?,Enable EMR in-transit encryption using an EMR security configuration with TLS certificates,Enable S3 server-side encryption (SSE-S3) on the destination bucket,Configure a VPC endpoint for S3 to route traffic through the private AWS network,Enable S3 Transfer Acceleration on the destination bucket,"Amazon EMR security configurations support in-transit encryption using TLS certificates for data moving between EMR nodes and between EMR and S3. This ensures all data in transit is encrypted using TLS, meeting the security team's requirement.",S3 server-side encryption (SSE-S3) encrypts data at rest in S3. It does not encrypt data in transit between EMR and S3 — that requires TLS configuration on the EMR side.,"A VPC endpoint for S3 routes traffic through the AWS private network, keeping it off the public internet. While this improves network security, it does not enforce TLS encryption of the data in transit.",S3 Transfer Acceleration improves upload speeds by routing through CloudFront edge locations. It does not configure TLS encryption for EMR-to-S3 data transfers.,2026-05-17 09:12:23.431976+00,"[""emr"",""s3"",""kms""]"
7f15c8a8-7f63-41ae-a69e-e6f8117ebfb2,8808d592-f3d1-42c1-ada8-0106f10aa7d8,"A data engineering team processes customer data from multiple source systems and loads it into Amazon Redshift. After loading, they discover that some customer records have duplicate email addresses, which should be unique. The team wants to implement automated data quality checks to detect duplicates before loading data into Redshift. Which AWS service provides automated duplicate detection?",AWS Glue Data Quality rules,Amazon Redshift unique constraints,AWS Lambda function with custom validation logic,Amazon Athena query with GROUP BY and HAVING clauses,"AWS Glue Data Quality allows you to define rules that validate data against constraints, including uniqueness checks. You can create a rule that checks for duplicate email addresses and configure the Glue job to fail or flag records that violate the rule before loading data into Redshift.","Amazon Redshift unique constraints enforce uniqueness at the database level, but they cause the load operation to fail when duplicates are encountered. They do not detect duplicates before loading or provide automated quality checks in the ETL pipeline.","Using a Lambda function with custom validation logic can detect duplicates, but it requires writing and maintaining custom code. AWS Glue Data Quality provides a declarative, no-code approach to defining and enforcing data quality rules.","Running an Athena query with GROUP BY and HAVING clauses can identify duplicates, but it requires manual query execution and does not integrate with the automated ETL pipeline. Glue Data Quality rules run automatically as part of the ETL job.",2026-05-17 09:12:49.173773+00,"[""glue"",""data-quality""]"
7f52a4aa-d354-4f8f-8aba-31440c3ad474,13fa1148-28a6-4b5b-a42a-1eb1993717db,"A team wants humans to grade the LINGUISTIC QUALITY of an LLM's open-ended marketing copy — including coherence and creativity — using consistent rubrics, then aggregate those judgments. Which evaluation approach is MOST appropriate?",Human-in-the-loop evaluation,Automatic evaluation using ROUGE only,Automatic evaluation using BLEU only,Mean squared error,"When evaluating open-ended subjective qualities like creativity and coherence, human judgment with structured rubrics is more reliable than automatic metrics. Bedrock model evaluation supports human-in-the-loop evaluation precisely for these qualities.",ROUGE measures n-gram overlap and does not capture creativity or coherence judgments.,BLEU is for machine translation precision; it is not suited to subjective marketing-copy quality.,"Mean squared error is a regression metric for numerical predictions, not text quality.",2026-05-17 09:09:27.200974+00,
801f0e04-8ba6-4981-8a6f-2b64111819f6,89346455-43f6-45dd-b8b3-cf954abd605d,Which of the following is INCLUDED in the AWS Basic Support plan available to all AWS customers at no additional cost?,"Customer service, documentation, whitepapers, AWS re:Post, and a limited set of Trusted Advisor checks",24/7 access to Cloud Support Engineers via phone and chat,A dedicated Technical Account Manager (TAM),Concierge Support for billing and account questions,"Basic Support is free and includes 24/7 access to customer service for account/billing questions, documentation, whitepapers, AWS re:Post, and a limited set of core Trusted Advisor checks. Technical support from Cloud Support Engineers requires a paid plan.","24/7 access to Cloud Support Engineers begins with Business Support, not Basic.",Dedicated TAMs are exclusive to Enterprise On-Ramp and Enterprise Support plans.,"Concierge Support is exclusive to Enterprise Support, not Basic.",2026-05-17 09:08:54.872441+00,
813ce4b2-f9bb-488e-a5c3-719ae5be0482,b6892439-bcfe-4122-a23b-8aa06d1ca2b3,"A company runs a web application using AWS Lambda functions behind Amazon API Gateway. During peak hours, Lambda invocations spike to 10,000 per minute. During off-peak hours, invocations drop to near zero. The company wants to optimize Lambda costs. Which approach reduces Lambda costs for this usage pattern?","Lambda pricing is based on the number of requests and duration — no action is needed to optimize costs for variable workloads, as Lambda automatically scales to zero when idle and charges only for actual invocations.",Purchase Lambda Savings Plans with a 1-year commitment to reduce the per-invocation cost during peak hours.,Enable Lambda Provisioned Concurrency for all functions to reduce cold start latency and improve cost efficiency.,Increase the Lambda function memory allocation to the maximum to reduce execution duration and lower costs.,"Lambda's serverless pricing model charges only for actual invocations and execution duration — there is no charge when functions are idle. For highly variable workloads that drop to near zero during off-peak hours, Lambda's pay-per-use model is already cost-optimized. No additional purchasing commitments are needed.","Lambda Savings Plans provide a discount on Lambda usage in exchange for a consistent spend commitment. For workloads with near-zero off-peak usage, a usage commitment may not be cost-effective — the commitment must be met regardless of actual usage.","Lambda Provisioned Concurrency pre-warms function instances to eliminate cold starts, but it charges for the provisioned concurrency continuously, even when no invocations occur. For a workload that drops to near zero off-peak, Provisioned Concurrency would add significant idle costs.","Increasing memory allocation increases the per-GB-second cost rate. While more memory can reduce execution duration, the net effect on cost depends on the workload. Arbitrarily maximizing memory without profiling the function is not a cost optimization strategy.",2026-05-17 09:14:46.790373+00,"[""lambda"",""api-gateway""]"
81552e36-f7e6-48eb-99b7-2eba9cd6eb5a,9a3954ba-1caf-4000-80c6-616a54da29ea,"A company stores raw data in Amazon S3 Standard. After 30 days, the data is rarely accessed but must be retained for 7 years for compliance. After 1 year, the data is almost never accessed. The team wants to minimize storage costs while meeting retention requirements. Which S3 lifecycle configuration achieves this?","Transition to S3 Standard-IA after 30 days, then to S3 Glacier Flexible Retrieval after 1 year",Transition to S3 Glacier Deep Archive after 30 days,Enable S3 Intelligent-Tiering for all objects,Copy objects to a second S3 bucket with lower redundancy after 30 days,"S3 Standard-IA is cost-effective for infrequently accessed data that still needs occasional retrieval within milliseconds. After 1 year when access is almost never needed, transitioning to S3 Glacier Flexible Retrieval provides the lowest cost for long-term retention while still allowing retrieval within minutes to hours for compliance audits.","Transitioning to S3 Glacier Deep Archive after only 30 days is overly aggressive. Deep Archive has a minimum storage duration of 180 days and retrieval times of up to 12 hours — if the data needs to be accessed occasionally in the first year, this would be impractical.","S3 Intelligent-Tiering automatically moves objects between access tiers based on usage patterns and is a good general-purpose option, but it charges a monitoring fee per object. For a known access pattern (rarely accessed after 30 days, almost never after 1 year), explicit lifecycle rules with Glacier are more cost-effective.",Copying objects to a second S3 bucket does not reduce storage costs — it doubles them. S3 does not have a 'lower redundancy' standard storage class that reduces costs through reduced durability.,2026-05-17 09:12:23.431976+00,"[""s3""]"
8238cfe8-8d6d-4a38-9080-546a8aef98c4,0d9792f6-bb48-434e-934e-e7c323a97286,A data engineering team needs to grant an AWS Glue ETL job access to read objects from an Amazon S3 bucket in the same AWS account and write query results to an Amazon Athena workgroup. The team wants to follow the principle of least privilege. Which approach provides the minimum required permissions?,"Create an IAM role with policies granting s3:GetObject on the source bucket and athena:StartQueryExecution on the workgroup, then attach the role to the Glue job",Attach the AWS managed policy AmazonS3FullAccess to the Glue job's IAM role,Create an S3 bucket policy that allows public read access to the source bucket,Use the AWS Glue service role with administrator access,"Creating an IAM role with specific permissions for s3:GetObject on the source bucket and athena:StartQueryExecution on the workgroup follows the principle of least privilege. The role grants only the permissions necessary for the Glue job to perform its tasks, minimizing security risk.","The AWS managed policy AmazonS3FullAccess grants full access to all S3 buckets in the account, which violates the principle of least privilege. The Glue job only needs read access to a specific bucket, not full access to all S3 resources.","Creating an S3 bucket policy that allows public read access exposes the data to anyone on the internet, which is a significant security risk. The Glue job should use IAM role-based access, not public bucket policies.",Using an IAM role with administrator access grants far more permissions than necessary and violates the principle of least privilege. The Glue job should have only the specific permissions it needs to read from S3 and write to Athena.,2026-05-17 09:12:49.173773+00,"[""iam"",""glue"",""s3"",""athena""]"
82717d2c-1855-4a60-a647-5f89db77d704,5e9dedb6-6f34-494f-bc42-5a356f38b091,An organization wants its engineers to earn AWS certifications and pursue role-based learning paths through official AWS-published curricula. Which AWS resource is the canonical place to enroll in these courses?,AWS Training and Certification (AWS Skill Builder),AWS Marketplace,AWS re:Post,AWS Professional Services,"AWS Training and Certification — including the AWS Skill Builder platform — offers role-based learning paths, free digital courses, paid classroom training, and the certification exams themselves. It is the canonical AWS learning resource.","AWS Marketplace catalogs third-party software products, not AWS training curricula.","re:Post is a community Q&A site, not a structured learning curriculum.","Professional Services is a paid consulting team, not a learning platform.",2026-05-17 09:08:24.437166+00,
82889e50-456e-41c0-a736-80e9ce69b484,402c05d5-9e9f-47e5-a59d-cf29a8b0a2e7,A team wants to trace requests through their application to identify which downstream service is causing latency. The application uses Lambda functions that call DynamoDB and an external payment API. Which AWS X-Ray environment variables does Lambda automatically set to enable trace context propagation?,_X_AMZN_TRACE_ID and AWS_XRAY_CONTEXT_MISSING,AWS_XRAY_TRACING_NAME and AWS_XRAY_DEBUG_MODE,AUTO_INSTRUMENT and AWS_XRAY_DAEMON_ADDRESS,XRAY_TRACE_ID and AWS_XRAY_SAMPLING_RATE,"_X_AMZN_TRACE_ID contains the tracing header including the sampling decision, trace ID, and parent segment ID — Lambda sets this automatically when X-Ray tracing is enabled. AWS_XRAY_CONTEXT_MISSING determines the X-Ray SDK's behavior when trace context is unavailable; Lambda sets this to LOG_ERROR by default. These two variables are the ones Lambda manages automatically for X-Ray integration.","AWS_XRAY_TRACING_NAME is used by the X-Ray SDK to set a service name for segments — it is an application-level configuration, not set automatically by Lambda. AWS_XRAY_DEBUG_MODE configures the SDK to output debug logs to the console without a logging library — also not set automatically by Lambda.","AUTO_INSTRUMENT is used by the X-Ray SDK for Django Framework only to record subsegments for built-in database and template rendering operations. AWS_XRAY_DAEMON_ADDRESS exposes the X-Ray daemon's address and is set by Lambda, but it is not one of the two primary trace context variables. AUTO_INSTRUMENT is not set by Lambda automatically.",XRAY_TRACE_ID and AWS_XRAY_SAMPLING_RATE are not valid X-Ray environment variable names used by Lambda. The correct trace ID variable is _X_AMZN_TRACE_ID (with the underscore prefix).,2026-05-17 09:13:24.511734+00,"[""xray"",""lambda""]"
828c30a0-ee3e-4e44-b842-62ec28fcfd03,ccbfbfc1-394e-4688-9b83-d24bf298d956,"A company needs to migrate 50 TB of training data from an on-premises file server to Amazon S3. The on-premises environment has a 10 Gbps AWS Direct Connect connection already in place. The team wants a managed service that handles data integrity verification, bandwidth throttling, and automatic retries during the transfer. Which AWS service is most appropriate?",AWS DataSync,AWS Snowball Edge,Amazon S3 Transfer Acceleration,AWS Storage Gateway,"AWS DataSync is a managed data transfer service that automates moving data between on-premises file systems and AWS storage. It performs automatic data integrity verification using checksums, supports bandwidth throttling to avoid saturating the Direct Connect link, and handles automatic retries on failure — making it ideal for this managed transfer scenario.","AWS Snowball Edge is a physical device for offline data transfer, used when network bandwidth is insufficient. With a 10 Gbps Direct Connect already in place, a network-based transfer via DataSync is faster and more appropriate than shipping a physical device.","S3 Transfer Acceleration improves upload speeds by routing through CloudFront edge locations over the public internet. Since a Direct Connect connection is already available, DataSync over Direct Connect provides a more reliable and potentially faster path.","AWS Storage Gateway provides hybrid cloud storage integration for on-premises applications to access AWS storage. It is designed for ongoing hybrid access patterns, not for one-time bulk data migration.",2026-05-17 09:13:59.248925+00,"[""datasync"",""s3"",""direct-connect""]"
82d55d21-d6e6-403d-90c0-8cf2a4f458b2,b86818ac-a475-4dfe-b629-677506c46c49,A non-profit organization is evaluating moving its donation processing system to AWS. Leadership wants to understand which benefit of the AWS Cloud most directly enables the organization to focus its limited engineering staff on building features rather than maintaining infrastructure.,Reduced operational overhead through managed services,Unlimited free service credits for non-profits,Guaranteed elimination of all security responsibilities,Mandatory enrollment in AWS Enterprise Support,"Managed AWS services (RDS, Lambda, S3, etc.) handle patching, scaling, replication, and infrastructure maintenance on behalf of customers. This frees engineering staff to invest time in building product features rather than running infrastructure.","AWS offers some credits and programs for non-profits, but unlimited free credits are not a standard offering. The core value proposition for small teams is managed services, not free credits.","Security on AWS is a shared responsibility model. AWS handles security of the cloud, but customers retain responsibility for security in the cloud (their data, IAM, configurations).","Enterprise Support is a paid option, not a mandatory feature. Customers choose the support plan that fits their needs.",2026-05-17 09:07:51.173233+00,
82e40e9f-acc3-4347-8ea8-c6078b8d7746,0b510c35-db33-474c-aa0c-efecab456050,A team is building an application that stores sensitive health records in DynamoDB. Regulatory requirements mandate that the data be encrypted at rest using a key that the company controls and can revoke at any time. Which DynamoDB encryption configuration satisfies this requirement?,Configure DynamoDB to use a customer managed key (CMK) in AWS KMS for encryption at rest.,Configure DynamoDB to use AWS owned keys for encryption at rest.,Configure DynamoDB to use the AWS managed key (aws/dynamodb) for encryption at rest.,Enable DynamoDB point-in-time recovery (PITR) to protect data from accidental deletion or corruption.,"Customer managed keys (CMKs) give the company full control over the key policy, rotation schedule, and the ability to disable or schedule deletion of the key. Disabling the CMK immediately prevents DynamoDB from decrypting the data, effectively revoking access. This satisfies both the company-controlled key and revocation requirements.","AWS owned keys are managed entirely by AWS and are not visible or controllable by the customer. The company cannot disable, rotate, or revoke AWS owned keys — they do not satisfy the requirement for company-controlled keys with revocation capability.","The AWS managed key (aws/dynamodb) is created by AWS on behalf of the customer and appears in the customer's KMS key list. However, the customer cannot disable it or control its rotation schedule. It cannot be used to revoke access to the data.","DynamoDB PITR provides continuous backups enabling point-in-time table restoration. It is a data recovery feature, not an encryption or access control mechanism. It does not address the requirement for company-controlled encryption keys.",2026-05-17 09:13:24.511734+00,"[""dynamodb"",""kms""]"
8311e3b5-8d62-4b9a-ac2e-b6661659afeb,8868e568-fc6a-4ffa-918e-0e9c848ded14,A company stores application log files in Amazon S3. Logs from the past 7 days are queried frequently by the operations team. Logs between 8 and 90 days old are queried occasionally for incident investigations. Logs older than 90 days must be retained for 3 years for compliance but are almost never accessed. The company wants to minimize storage costs. Which S3 lifecycle configuration should the solutions architect implement?,"Store new logs in S3 Standard for 7 days, transition to S3 Standard-IA after 7 days, transition to S3 Glacier Instant Retrieval after 90 days, and expire objects after 3 years.",Store all logs in S3 Standard for 3 years to ensure consistent access performance for all log queries.,"Store new logs in S3 Standard for 7 days, then transition directly to S3 Glacier Deep Archive after 7 days.",Enable S3 Intelligent-Tiering for all logs and let AWS automatically move objects between tiers based on access patterns.,"This lifecycle policy precisely matches each storage tier to the access pattern: S3 Standard for frequent 7-day access, S3 Standard-IA for occasional access during the 8–90 day window (lower cost, millisecond retrieval), and S3 Glacier Instant Retrieval for compliance archival with rare but immediate access needs. The 3-year expiration automates deletion.",Storing all logs in S3 Standard for 3 years is significantly more expensive than tiered storage. S3 Standard pricing is appropriate only for frequently accessed data — using it for compliance archives wastes money on storage that is almost never accessed.,"Transitioning directly to Glacier Deep Archive after 7 days skips the occasional-access window (8–90 days). Glacier Deep Archive has retrieval times of 12–48 hours, which is unsuitable for incident investigations that require timely access to logs.","S3 Intelligent-Tiering is well-suited for unpredictable access patterns, but this scenario has a well-defined and predictable access pattern. Explicit lifecycle rules are more cost-effective here, and Intelligent-Tiering charges a per-object monitoring fee that adds up for large volumes of small log files.",2026-05-17 09:14:46.790373+00,"[""s3""]"
833e27f6-b719-46c3-ab92-b9ff3122615d,6e15ecd9-1192-43d7-9448-228dc82c677d,A team is evaluating a foundation model that can accept both text and images as input and produce text descriptions. Which term BEST describes this kind of model?,Multimodal model,Linear model,Recurrent neural network (RNN),Convolutional neural network (CNN) only,"Multimodal models handle more than one modality of data (e.g., text + image + audio) and can map across modalities — for example, taking an image as input and producing a text caption. Modern foundation models increasingly support multimodal input.",Linear models do not span multiple modalities like images and text.,"RNNs are a single architecture family; multimodality is defined by input/output type, not architecture.",CNNs alone are not enough to caption images with natural language descriptions — multimodal foundation models combine vision and language capability.,2026-05-17 09:09:27.200974+00,
83425c9a-5ee3-438f-9df0-eeb3ef731cf9,448ad5de-48ea-4316-a6e1-06e6fb4a0f37,A machine learning team needs to run weekly batch inference on 10 million customer records stored in S3 to generate personalized product recommendations. The inference job takes approximately 4 hours. The team does not need real-time responses. Which SageMaker deployment option is most cost-effective for this use case?,SageMaker Batch Transform,SageMaker real-time inference endpoint,SageMaker Serverless Inference,SageMaker Asynchronous Inference with a persistent endpoint,"SageMaker Batch Transform is designed for offline batch inference on large datasets. It spins up instances, processes the entire dataset, writes results to S3, and then terminates the instances — charging only for the duration of the job. For weekly batch jobs on millions of records with no real-time requirement, Batch Transform is the most cost-effective option.","A real-time inference endpoint keeps instances running continuously, incurring 24/7 costs even when not processing requests. For a weekly batch job, this would be significantly more expensive than Batch Transform.","SageMaker Serverless Inference is designed for sporadic real-time requests, not for processing 10 million records in a single batch job. It has payload size limits and is not optimized for large-scale batch processing.","SageMaker Asynchronous Inference handles individual requests asynchronously and is designed for long-running single predictions, not for processing millions of records as a batch. A persistent endpoint would also incur continuous costs.",2026-05-17 09:13:40.338933+00,"[""sagemaker"",""sagemaker-batch-transform""]"
83784a9b-1174-450b-aecb-0fea99e8cc66,023852d0-8f36-4e39-83a9-34e9a2cccd93,A machine learning team is implementing a CI/CD pipeline for their SageMaker model. They want to automatically trigger model retraining whenever new training data is uploaded to a specific S3 prefix. Which AWS service should be used to detect the S3 upload event and trigger the retraining pipeline?,Amazon EventBridge with an S3 event notification rule,AWS CloudTrail with a CloudWatch alarm,Amazon SageMaker Model Monitor,AWS Config with a remediation action,Amazon EventBridge can receive S3 event notifications (such as object creation in a specific prefix) and route them to targets like SageMaker Pipelines or Step Functions to trigger retraining. This is the standard event-driven pattern for automating ML pipeline triggers based on data arrival.,"AWS CloudTrail records API calls for auditing. While CloudTrail can log S3 PutObject events, using CloudTrail with CloudWatch alarms to trigger pipelines is more complex and less direct than using EventBridge with native S3 event notifications.",Amazon SageMaker Model Monitor detects data drift and model quality degradation on deployed endpoints. It does not monitor S3 for new data uploads or trigger retraining pipelines.,AWS Config monitors resource configuration changes for compliance purposes. It is not designed to detect S3 data uploads or trigger ML retraining pipelines.,2026-05-17 09:13:40.338933+00,"[""eventbridge"",""s3"",""sagemaker-pipelines""]"
