id,name,overview,deep_dive,created_at
95c23838-2fd0-47e1-b5af-2717bc6b482f,network-firewall,Managed network firewall for VPCs with stateful inspection and intrusion prevention.,"Operates at VPC level, filters traffic at subnet boundaries; components: firewall, firewall policy (collection of rule groups), rule groups (stateless or stateful); stateless rules use 5-tuple (source IP, source port, dest IP, dest port, protocol); stateful rules use Suricata-compatible rule syntax for IDS/IPS-style detection; deploys firewall endpoints in dedicated subnets in each AZ; supports domain name filtering, TLS inspection (with cert); integrates with Firewall Manager for centralized management; pricing per firewall endpoint hour + GB processed.",2026-05-17 08:58:21.115874+00
997d9c90-dab0-47f3-9640-73f1688822f7,iam-identity-center,Workforce identity service for SSO across AWS accounts and SAML applications (formerly AWS SSO).,"Identity sources: built-in Identity Center directory, Active Directory (via AWS Directory Service or AD Connector), external IdP via SAML 2.0 (Okta, Azure AD, Google Workspace); permission sets defined as IAM policies and assigned to users/groups for specific AWS accounts; auto-provisions IAM roles in target accounts; integrates with AWS Organizations; supports SCIM for user provisioning; single sign-on access to AWS console, CLI v2 (aws sso login), and SAML 2.0 cloud apps; replaces AWS SSO branding.",2026-05-17 08:58:21.115874+00
99f1d55a-24c3-4313-a9ce-7f1b83b1cf17,sagemaker-feature-store,"Centralized repository for storing, sharing, and managing ML features across training and inference.","Two stores: Online (low-latency real-time inference, single-digit ms reads from a key-value store) and Offline (historical training data stored in S3 as Parquet, queryable via Athena); ingestion via streaming or batch (SageMaker Processing/Glue); supports feature groups with record identifier and event time; integrates with Data Wrangler, Pipelines, Studio; enables time-travel queries for point-in-time-correct training data; avoids training/serving skew; pricing per online write/read and offline storage.",2026-05-17 08:58:21.115874+00
9c88b680-7b84-429f-8943-0463fa3a3260,waf,Web Application Firewall protecting web apps from common exploits at HTTP/HTTPS layer.,"Deploys on CloudFront, ALB, API Gateway, AppSync, Cognito user pools, App Runner; web ACLs contain rules with statements: IP set match, geographic match, size constraint, SQLi attack, XSS attack, string match, regex pattern, label match, rate-based (track requests per 5-min window per IP); managed rule groups from AWS and AWS Marketplace cover OWASP Top 10, bot control, account takeover, etc.; rule actions: Allow, Block, Count, CAPTCHA, Challenge; supports rate limiting, geo-blocking, header inspection, body inspection (up to 64 KB); logging to S3/CloudWatch Logs/Kinesis Firehose; AWS WAF Bot Control identifies and manages bot traffic.",2026-05-17 08:58:21.115874+00
9ecb54a2-a842-4744-8cdc-13a3d13d9245,sagemaker-model-monitor,SageMaker feature that monitors deployed models for data and prediction quality degradation.,"Four monitor types: Data Quality (statistical drift in input features vs. baseline), Model Quality (prediction accuracy vs. ground truth), Bias Drift (using Clarify metrics), Feature Attribution Drift (SHAP-based); baselines computed from training data; monitoring schedules run on captured inference data (Data Capture must be enabled on endpoint); alerts via CloudWatch metrics and EventBridge; supports built-in statistical analysis and custom containers; output to S3.",2026-05-17 08:58:21.115874+00
a026db58-6f25-4fff-aaa1-f61b376e5749,migration-hub,Central location to track application migration progress across multiple AWS and partner tools.,"Aggregates status from AWS Application Migration Service, Database Migration Service, Application Discovery Service, and partner tools (CloudEndure, ATADATA, etc.); Migration Hub Strategy Recommendations analyzes apps and suggests rehost/replatform/refactor strategies; Migration Hub Refactor Spaces helps incrementally refactor monoliths to microservices; Journeys (templates) guide migration phases; network visualization shows dependencies; free to use, pay only for underlying migration tools.",2026-05-17 08:58:21.115874+00
a09c214a-3bb1-4d89-82e8-3adb9b38c008,fargate,Serverless compute engine for containers that runs ECS and EKS tasks without managing servers.,"Pay per vCPU and memory per second (1-minute minimum); supports ECS and EKS launch type; only awsvpc network mode (each task gets its own ENI and IP); CPU 0.25-16 vCPU, memory 0.5-120 GB in supported combinations; Fargate Spot offers ~70% discount with 2-minute interruption warning (ECS only); storage: 20 GB ephemeral by default, up to 200 GB configurable; supports EFS volumes for persistent storage; no SSH/exec access by default, use ECS Exec; cold starts longer than EC2-based ECS due to provisioning.",2026-05-17 08:58:21.115874+00
a12c08be-547b-4524-9108-3a4195cb9145,license-manager,"Service for managing software licenses from vendors like Microsoft, Oracle, SAP across AWS and on-premises.","Tracks BYOL (Bring Your Own License) usage by socket, core, vCPU, or instance; hard limits prevent launches that would exceed entitlements, soft limits notify; auto-discovers software via SSM inventory; integrates with EC2, RDS, License Manager linked accounts via Organizations; License Manager User Subscriptions handles per-user licenses (Microsoft Office, Visual Studio); free service.",2026-05-17 08:58:21.115874+00
a377f7fd-68f8-43a9-a453-de96c565008b,lex,Service for building conversational interfaces (chatbots) using voice and text.,"Same technology as Amazon Alexa; bots have intents (user goals) with sample utterances and slots (parameters); fulfillment via Lambda function or return parameters to client; supports automatic speech recognition (ASR) and natural language understanding (NLU); deploys to Facebook Messenger, Slack, Twilio SMS, Kik, Twitch, Genesys Cloud CX, Amazon Connect; multi-language support (English, Spanish, French, German, Italian, etc.); V2 introduces bot versioning, multi-language bots, and conversation logs; pricing per text and speech request.",2026-05-17 08:58:21.115874+00
a6866337-79d9-40bf-bdfc-5c37bcf6974a,sts,"Security Token Service that issues temporary, limited-privilege credentials for AWS principals.","Global service with endpoints in every region (use regional endpoints to reduce latency and for FIPS compliance); key APIs: AssumeRole (cross-account or escalation), AssumeRoleWithSAML (federated SAML), AssumeRoleWithWebIdentity (Cognito, Facebook, Google, Amazon, custom OIDC), GetSessionToken (MFA-enforced sessions), GetFederationToken (federated user, IAM user calling), DecodeAuthorizationMessage (error details); session duration default 1 hour, up to 12 hours for roles (configurable per role); credentials consist of AccessKeyId, SecretAccessKey, SessionToken; supports external ID for cross-account third-party access; session policies further restrict permissions at AssumeRole time.",2026-05-17 08:58:21.115874+00
a692f812-2939-417e-b947-be0282d1db66,kendra,Intelligent enterprise search service powered by machine learning.,"Natural language queries return ranked answers, FAQs, and documents; supports 40+ data source connectors: S3, SharePoint, Salesforce, ServiceNow, OneDrive, RDS, Confluence, Box, Slack, Jira, Google Drive, Github, etc.; two editions: Developer (lower cost, dev/test) and Enterprise (HA, multi-AZ); incremental learning improves results based on user feedback and click-through; supports access control via user/group filters; integrates with Lex for chatbots; pricing per index hour plus connector sync hours; Kendra Intelligent Ranking adds semantic ranking to OpenSearch.",2026-05-17 08:58:21.115874+00
a71b146d-b48a-476f-a4ea-9fa12b0b851b,inspector,"Automated vulnerability management service for EC2, ECR container images, and Lambda functions.","Amazon Inspector v2 (current) continuously scans for software vulnerabilities (CVEs) and unintended network exposure; integrates with EC2 (via SSM Agent), ECR (image scan on push), Lambda (function and layers); CVSS severity scores; findings sent to Security Hub and EventBridge; supports delegated administrator across Organizations; pricing per resource scanned; differs from Inspector Classic which used assessment templates and a separate agent (legacy).",2026-05-17 08:58:21.115874+00
a77c2d69-af18-4d63-bee3-59ba205fc2be,cloud-map,Cloud resource discovery service for registering and looking up application resources by name.,"Service discovery for microservices; register any application resource (EC2, ECS task, RDS, custom IP/URL) with a friendly name; clients discover resources via DNS or API; supports health checks via Route 53 or custom; namespaces can be DNS-public, DNS-private (in a VPC), or HTTP-only API discovery; ECS service discovery integrates natively with Cloud Map; pricing per resource and per discovery API call.",2026-05-17 08:58:21.115874+00
a7e547c1-8703-4548-8a8f-35ce79b5bad7,dms,Database Migration Service for migrating and continuously replicating databases to AWS.,"Supports homogeneous (same engine) and heterogeneous (different engine, requires Schema Conversion Tool/SCT or DMS Schema Conversion) migrations; source/target: Oracle, SQL Server, MySQL, PostgreSQL, MariaDB, Aurora, MongoDB, Redshift, S3, DocumentDB, DynamoDB and others; continuous data replication (CDC) keeps source and target in sync during cutover; replication instance is an EC2 instance running the DMS engine; tasks define what to migrate (full load, CDC, or both); DMS Fleet Advisor inventories on-prem databases; pricing based on replication instance hours plus storage.",2026-05-17 08:58:21.115874+00
a97127b9-bb53-4e20-b409-005ce4aab301,bedrock,Fully managed service for accessing foundation models from multiple providers via API.,"Provides API access to FMs from Anthropic (Claude), AI21 (Jurassic), Cohere, Meta (Llama), Mistral, Stability AI (Stable Diffusion), and Amazon (Titan, Nova); supports model customization via fine-tuning and continued pre-training; Knowledge Bases enable RAG with vector stores (OpenSearch Serverless, Aurora, Pinecone, Redis); Agents orchestrate multi-step tasks with tool use; Guardrails filter harmful content; supports provisioned throughput for guaranteed capacity; data is not used to train base models; integrates with PrivateLink for private access.",2026-05-17 08:58:21.115874+00
a9da2025-6e7c-4b7c-b968-360ccfc79a9c,vpc-peering,One-to-one networking connection between two VPCs that routes traffic privately.,"Free to set up, no bandwidth bottleneck or single point of failure; supports cross-region and cross-account peering; CIDRs must not overlap; non-transitive (VPC A peered to B, B peered to C; A cannot reach C through B); requires route table updates in both VPCs; DNS resolution across peering optional; supports IPv4 and IPv6 (separate config); limited scalability for many VPCs (use Transit Gateway instead beyond ~10 VPCs); security groups can reference peered VPC's security groups (same region only).",2026-05-17 08:58:21.115874+00
ab0d14c6-817e-476a-a24f-ba6e74c302aa,bedrock-guardrails,Bedrock feature that applies content filters and policy controls to FM inputs and outputs.,"Filters harmful content across categories: hate, insults, sexual, violence, misconduct, prompt attacks; denied topics let you block specific subjects; word filters block profanity and custom blocklists; sensitive information filters redact or block PII (names, SSNs, addresses, etc.); contextual grounding checks verify responses against source documents; works with any Bedrock FM and Agents; can also evaluate user prompts and model responses for non-Bedrock models via ApplyGuardrail API.",2026-05-17 08:58:21.115874+00
ab3c5161-8393-4445-9fd0-ed7653d517ab,ec2,Resizable virtual machine compute capacity in the cloud.,"Instance families: General Purpose (T, M), Compute Optimized (C), Memory Optimized (R, X, z), Storage Optimized (I, D, H), Accelerated Computing (P, G, F, Inf, Trn), Nitro-based; purchase options: On-Demand, Reserved Instances (1 or 3 yr, Standard/Convertible), Savings Plans (Compute or EC2 Instance), Spot (up to 90% discount, 2-min termination warning), Dedicated Hosts (per-host billing, BYOL), Dedicated Instances (single-tenant hardware), Capacity Reservations; placement groups: cluster (low latency, single AZ), partition (up to 7 partitions/AZ for distributed workloads), spread (max 7 instances/AZ); status checks every minute: system status (AWS-side) and instance status (your config); user data runs on first launch; metadata accessible at 169.254.169.254 (IMDSv2 recommended); termination protection prevents accidental delete.",2026-05-17 08:58:21.115874+00
ab8f7166-3fdb-46e7-a78b-e9e2e5e0c164,databrew,AWS Glue DataBrew; visual data preparation tool for cleaning and normalizing data without code.,"Provides 250+ pre-built transformations (filter, join, pivot, deduplicate, mask PII, etc.); recipes are reusable sequences of steps; supports data sources in S3, Redshift, RDS, Aurora, Snowflake, JDBC; output to S3 or Glue Data Catalog; data profiling identifies anomalies, missing values, distributions; job scheduling for recurring transformations; pricing per session (interactive) and per node-hour for jobs.",2026-05-17 08:58:21.115874+00
ac3358d5-4f24-4f36-992d-13d7133c0035,sagemaker-built-in-algorithms,Pre-built ML algorithms packaged in SageMaker containers ready for training and deployment.,"Includes: XGBoost (gradient boosted trees), Linear Learner (regression/binary/multiclass), K-Means (clustering), K-Nearest Neighbors, Factorization Machines, PCA (dimensionality reduction), Random Cut Forest (anomaly detection), DeepAR Forecasting (time series), BlazingText (Word2Vec, text classification), Image Classification, Object Detection, Semantic Segmentation, Object2Vec, Sequence-to-Sequence, IP Insights, LDA and NTM (topic modeling), Neural Topic Model; most expect RecordIO-Protobuf or CSV input; supported on training instances and managed spot training; documentation specifies hyperparameters and instance types per algorithm.",2026-05-17 08:58:21.115874+00
ad0afbf3-3a68-4bd7-9b3a-4ce254c95bf0,guardduty,Managed threat detection service that continuously monitors for malicious activity.,"Analyzes CloudTrail events (management and S3 data), VPC Flow Logs, DNS logs, EKS audit logs, RDS login activity, Lambda network activity, EBS volume content; uses machine learning, anomaly detection, threat intelligence feeds; finding severity: Low, Medium, High; can be enabled at organization level via delegated administrator; integrates with Security Hub, EventBridge for automated response; protection plans: S3 Protection, EKS Protection, Malware Protection, RDS Protection, Lambda Protection (additional charges); 30-day free trial.",2026-05-17 08:58:21.115874+00
ade3b1a8-ffda-4ffb-8eb1-190ed65a1067,sagemaker-model-registry,"SageMaker centralized catalog for versioning, approving, and deploying ML models.","Model package groups contain versioned model packages; approval states: Approved, Rejected, PendingManualApproval; supports cross-account sharing; integrates with Pipelines for automated registration; CloudFormation and IaC support; tracks model lineage including training data, training job, hyperparameters, metrics; can trigger downstream deployment via EventBridge on approval; supports custom metadata.",2026-05-17 08:58:21.115874+00
ae11423c-d9d2-4935-b392-4b69b0d99e10,iot-greengrass,Open-source edge runtime that brings AWS Lambda and ML inference to edge devices.,"Greengrass V2 runs as a Java-based runtime on Linux or Windows edge devices; components (modular software units) deployed from cloud or built locally; supports local Lambda execution, ML inference via Greengrass ML components, stream manager, secret manager, local pub/sub messaging via MQTT; integrates with IoT Core for cloud communication; supports offline operation with local data sync when reconnected; OTA component updates from AWS IoT.",2026-05-17 08:58:21.115874+00
b3c675e7-139b-4778-926f-662823ef356f,savings-plans,Flexible pricing model offering compute discounts for 1- or 3-year commitments to consistent usage.,"Three types: Compute Savings Plans (most flexible, applies to EC2 across any region/family/size/OS/tenancy plus Fargate and Lambda, up to 66% off), EC2 Instance Savings Plans (commit to a specific instance family in a region, up to 72% off, regardless of AZ/size/OS/tenancy), SageMaker Savings Plans (up to 64% off SageMaker instance usage); commitment in $/hour; payment options: All Upfront, Partial Upfront, No Upfront (lowest discount); compared to RIs: SPs apply automatically to matching usage, don't require reservation of specific configurations; can't be sold or modified; Cost Explorer recommends Savings Plans.",2026-05-17 08:58:21.115874+00
b3ebd7e3-215d-4f1f-9126-3e5b51b8f6d0,sagemaker,"Fully managed platform for building, training, and deploying machine learning models.","Components: Studio (web IDE), Notebook Instances (legacy Jupyter), Training jobs, Endpoints, Batch Transform, Pipelines (CI/CD for ML), Model Registry, Feature Store, Model Monitor, Clarify, Debugger, Ground Truth, Data Wrangler, Autopilot, Canvas, JumpStart, Neo, HyperParameter Tuning; training data formats: CSV, Protobuf RecordIO, JSON, Libsvm, JPEG, PNG; input modes: File (download to volume first) and Pipe (stream from S3, requires RecordIO, faster); inference options: real-time endpoints (persistent HTTPS), serverless inference, asynchronous inference (large payloads, long-running), Batch Transform (offline scoring); Managed Spot Training up to 90% savings; built-in algorithms include XGBoost, Linear Learner, K-Means, DeepAR, BlazingText, Image Classification, Object Detection, Random Cut Forest.",2026-05-17 08:58:21.115874+00
b5bffad3-8ca1-463a-876d-da126818000c,amazon-q-developer,AI coding assistant for developers (formerly CodeWhisperer).,"Provides real-time code suggestions in IDEs (VS Code, IntelliJ, JetBrains, Visual Studio, AWS Cloud9, Lambda console, AWS Toolkit); supports Python, Java, JavaScript, TypeScript, C#, Go, Rust, PHP, Kotlin, SQL and others; includes security scans to detect vulnerabilities; reference tracker flags suggestions similar to training data with attribution; offers /dev, /transform, /test agents; Free Tier available; Pro tier for enterprise admin controls, customizations on private repos, higher limits.",2026-05-17 08:58:21.115874+00
b687130e-ee11-4bcf-aa42-8a02e375c393,sns,Fully managed publish/subscribe messaging service for pub-sub and notifications.,"Topic types: Standard (unlimited throughput, best-effort ordering, at-least-once delivery) and FIFO (300 messages/sec or 10 MB/sec, exact ordering, exactly-once via dedup, can only deliver to SQS FIFO); subscribers: SQS, Lambda, Firehose, HTTP/S, Email, SMS, mobile push (APNS, FCM, ADM, Baidu); message filtering via subscription filter policies (JSON, max 5 attributes, conditionals: exact, anything-but, prefix, numeric range, exists, AND/OR); message size up to 256 KB (use Extended Client Library for larger via S3); cross-region/cross-account topic subscriptions supported; SSE with KMS; DLQ via SQS for failed deliveries; message retries with delivery policy.",2026-05-17 08:58:21.115874+00
b73c8e3d-84c7-443e-b2f7-8065cf19973a,route53,Highly available DNS and domain registration service.,"Hosted zone types: public (internet-resolvable) and private (resolvable within associated VPCs); record types: A, AAAA, CNAME, MX, TXT, SRV, NS, SOA, PTR, plus alias records (Route 53-specific, can point to ALB/CloudFront/S3 website/API Gateway/VPC endpoint/Global Accelerator at zone apex, free); routing policies: Simple, Weighted, Latency, Failover (active-passive), Geolocation, Geoproximity (requires traffic flow), Multi-Value Answer (up to 8 random healthy), IP-based; health checks: HTTP/HTTPS/TCP, with optional string matching, inversion, calculated checks, CloudWatch alarm checks; DNSSEC supported for domain registration and DNS service; Route 53 Resolver provides inbound/outbound endpoints for hybrid DNS; supports DNS query logging to CloudWatch Logs.",2026-05-17 08:58:21.115874+00
b7466af5-b579-4e38-be56-b76210b27d23,aurora,MySQL- and PostgreSQL-compatible relational database with cloud-native storage.,"Storage automatically grows from 10 GB to 128 TB in 10 GB increments; storage replicated 6 ways across 3 AZs (2 copies per AZ); up to 15 read replicas with sub-10ms replication lag; failover typically completes in under 30 seconds; up to 5x MySQL and 3x PostgreSQL throughput; supports Aurora Serverless v1/v2 for on-demand auto-scaling capacity; Aurora Global Database replicates to 5 secondary regions with <1s typical replication, RPO ~1s, RTO <1min; Aurora Backtrack rewinds DB without restore (MySQL only); IAM database authentication; data API for serverless HTTP access.",2026-05-17 08:58:21.115874+00
b8d8a867-ef31-4aab-8a9d-682bc272f53c,direct-connect,Dedicated private network connection from on-premises to AWS via partner locations.,"Port speeds: 1, 10, 100 Gbps dedicated; sub-1 Gbps via hosted connections through partners; not encrypted by default (run an IPsec VPN over it for encryption); requires a Customer Gateway router at a Direct Connect location; virtual interfaces (VIFs): Private VIF (to VGW attached to a VPC, max 50 per connection), Public VIF (to public AWS services like S3), Transit VIF (to Direct Connect Gateway associated with Transit Gateways); Direct Connect Gateway enables connections to VPCs in multiple regions; for resiliency: dual lines, dual data centers, or VPN backup; LAG (Link Aggregation Group) bundles up to 4 connections.",2026-05-17 08:58:21.115874+00
b91b7577-d0b1-4db1-8708-9114ae6a6081,fsx,Family of fully managed file storage services for various file system protocols.,"Four file systems: FSx for Windows File Server (SMB, NTFS, AD integration, DFS Namespaces, dedup), FSx for Lustre (POSIX, high-performance parallel for HPC/ML, links to S3, scratch or persistent), FSx for NetApp ONTAP (NFS, SMB, iSCSI, snapshots, FlexClone, SnapMirror), FSx for OpenZFS (NFS, snapshots, clones, compression); Lustre throughput up to hundreds of GB/s; Windows can use HDD or SSD, single-AZ or Multi-AZ; default backup retention 7 days, backups stored durably in S3; encryption at rest with KMS and in transit with SMB Kerberos.",2026-05-17 08:58:21.115874+00
ba086359-2a8f-425d-b90e-72899e022755,service-quotas,Central service for viewing and managing AWS service quotas (formerly limits).,"Successor to the AWS Trusted Advisor service limits feature; supports both adjustable and non-adjustable quotas; request quota increases via console or API (RequestServiceQuotaIncrease); some quotas auto-approve based on account history; cross-region template (Service Quotas requests applied uniformly via Quota Request Template + Organizations); CloudWatch alarms on quota utilization (e.g., 80% threshold); applies to most services including EC2, VPC, Lambda, S3, DynamoDB, ELB.",2026-05-17 08:58:21.115874+00
bbd4fda8-a726-43a1-b9e1-a336242f70e0,kinesis-data-streams,"Kinesis Data Streams; durable, real-time data streaming service organized by shards.","Provisioned mode: 1 MB/s or 1000 records/sec write per shard, 2 MB/s read per shard; On-Demand mode: auto-scales 200 MB/s write 400 MB/s read; data retained 24 hours by default, up to 365 days; producers use PutRecord (single, ordered) or PutRecords (batch); consumers via shared throughput (GetRecords, 2 MB/s shared) or Enhanced Fan-Out (2 MB/s per consumer per shard, dedicated); KCL for consumer apps tracks shard checkpoints in DynamoDB; resharding (split/merge) is pairwise; integrates with Lambda, Firehose, MSF Flink, EMR; IteratorAge metric measures consumer lag.",2026-05-17 08:58:21.115874+00
c2a01952-492f-4780-9a2e-6bc3a14786c0,cloudtrail,"Service that records AWS account API activity for governance, compliance, and audit.","Event types: management events (control plane, enabled by default), data events (S3 object-level, Lambda invoke, DynamoDB item-level, disabled and paid by default), insights events (unusual API activity, paid); Event History shows last 90 days for free without a trail; trails deliver logs continuously to S3 (and optionally to CloudWatch Logs and EventBridge); multi-region and multi-account (organization) trails available; log file integrity validation via SHA-256 digests; CloudTrail Lake provides queryable event store with SQL.",2026-05-17 08:58:21.115874+00
c6296ba4-7f0c-408a-bc61-567a4e3523e2,outposts,Fully managed AWS infrastructure delivered to your on-premises facility.,"Form factors: 42U racks (full rack) and 1U/2U servers; runs same AWS APIs and services on-prem; supported services: EC2, EBS, S3 on Outposts, RDS, EKS, ECS, EMR, ElastiCache, ALB; connected to a parent AWS Region via service link (encrypted VPN over local internet or Direct Connect); AWS manages hardware and software updates; ordered with 3-year commitment, billed monthly with upfront/partial/no-upfront options; suitable for low-latency, data residency, and local data processing requirements.",2026-05-17 08:58:21.115874+00
c7177675-54c3-4f84-9fe2-d2ccd46192ee,codecatalyst,"Unified software development service with project templates, CI/CD, and collaboration tools.","Provides project blueprints, source repositories (or connects to GitHub/Bitbucket), workflows (CI/CD), Dev Environments (cloud IDEs in Cloud9/VS Code/JetBrains), issue tracking, and team chat; uses Builder ID identity (not standard AWS IAM); connects to AWS accounts via roles; free tier and standard/enterprise pricing tiers.",2026-05-17 08:58:21.115874+00
c748855a-2145-428c-aeba-d0cd09cf9db2,well-architected-tool,Service that helps review AWS workloads against the AWS Well-Architected Framework.,"Evaluates workloads against the six pillars: Operational Excellence, Security, Reliability, Performance Efficiency, Cost Optimization, Sustainability, plus the Performance Pillar; users answer questions about a workload and receive risk assessments (High/Medium Risk Issues); lenses extend the framework for specific domains (Serverless, SaaS, IoT, ML, Financial Services, HPC, Analytics); supports custom lenses; integrates with Trusted Advisor and JIRA; free service.",2026-05-17 08:58:21.115874+00
c78c4fb1-4f7e-4127-b8c2-cfe770d803cc,security-hub,Service that aggregates security findings from multiple AWS services into a single dashboard.,"Aggregates from GuardDuty, Inspector, Macie, IAM Access Analyzer, Firewall Manager, Systems Manager Patch Manager, plus 60+ partner integrations; runs automated compliance checks against standards: AWS Foundational Security Best Practices (FSBP), CIS AWS Foundations Benchmark, PCI DSS, NIST 800-53; findings in standard AWS Security Finding Format (ASFF); cross-region aggregation; delegated administrator in Organizations; integrates with EventBridge for automation; pricing per finding ingested + check evaluated.",2026-05-17 08:58:21.115874+00
c7e7898e-4d39-4fe8-94f9-a3b089417e94,codedeploy,"Automated deployment service for EC2, on-premises servers, Lambda, and ECS.","Uses AppSpec file (YAML for EC2/on-prem, YAML or JSON for Lambda/ECS) at root of revision; EC2/on-prem deployment configurations: AllAtOnce (fast, downtime), HalfAtATime (50%), OneAtATime (slow, safe), custom; Lambda/ECS use Canary (e.g. Canary10Percent10Minutes) and Linear (e.g. Linear10PercentEvery10Minutes) plus AllAtOnce; lifecycle event hooks for EC2: ApplicationStop, BeforeInstall, AfterInstall, ApplicationStart, ValidateService (Start/DownloadBundle/Install/End are automatic); supports automatic rollback on failure or alarm; requires CodeDeploy Agent on EC2/on-prem instances.",2026-05-17 08:58:21.115874+00
ccd54280-f2aa-48e2-a38f-a77ca33a3a51,sagemaker-clarify,SageMaker feature that detects bias in data/models and explains predictions.,"Pre-training bias metrics: Class Imbalance (CI), Difference in Proportions of Labels (DPL), Kullback-Leibler Divergence (KL), Jensen-Shannon Divergence (JS); post-training bias metrics evaluate model predictions; explainability via SHAP (Shapley Additive exPlanations) values for global and per-instance feature attribution; integrates with Model Monitor for ongoing bias and explainability monitoring; supports tabular, NLP, and computer vision data; outputs reports to S3.",2026-05-17 08:58:21.115874+00
cd21a5ca-6e7a-4635-bfb9-d6705bfae57d,translate,Real-time and batch language translation service powered by neural machine translation.,"Supports 75+ languages; real-time TranslateText API for single requests, async StartTextTranslationJob for batch documents in S3; supports HTML, plain text, Word, PowerPoint, Excel, XLIFF; custom terminology applies your domain-specific glossary; formality customization (formal/informal) for some languages; profanity masking for customer-facing apps; active custom translation lets you train brand-voice models with parallel data; pricing per million characters translated.",2026-05-17 08:58:21.115874+00
cde4515b-ea26-4352-9a3c-d5c423748fd0,shield,DDoS protection service for AWS resources.,"Two tiers: Shield Standard (free, automatic for all AWS customers, protects against common network/transport layer DDoS, integrated with CloudFront/Route 53/Global Accelerator) and Shield Advanced ($3,000/month, 1-year commitment); Shield Advanced adds: protection for ELB/EC2/EIP/Route 53/CloudFront/Global Accelerator, 24/7 Shield Response Team (SRT) access, cost protection for scaling during attacks, AWS WAF included at no extra cost, attack diagnostics and reports, integrates with Firewall Manager for centralized policies.",2026-05-17 08:58:21.115874+00
cebe7aac-a8d6-45b0-9ea8-58e2c61166c9,lake-formation,"Service that simplifies building, securing, and managing data lakes on S3.","Builds on Glue Data Catalog with fine-grained permissions (table, column, row, cell-level); uses tag-based access control (LF-Tags) or named resource grants; integrates with Athena, Redshift Spectrum, EMR, Glue, QuickSight, SageMaker; cross-account data sharing via Resource Access Manager; governed tables (preview) support ACID transactions; data location permissions separate from data access; works with existing Glue Data Catalog without migration.",2026-05-17 08:58:21.115874+00
cee4d3d0-57b6-4dac-9d5f-f3dc98681165,neptune,Fully managed graph database supporting Property Graph and RDF/SPARQL.,"Query languages: Apache TinkerPop Gremlin and openCypher (for property graphs), SPARQL (for RDF); deploys with 1 primary + up to 15 read replicas across AZs; storage auto-scales to 128 TB; common uses: social networking, recommendation engines, fraud detection, knowledge graphs, identity resolution; supports Neptune ML for ML predictions on graphs via SageMaker; Neptune Streams capture changes; Neptune Serverless option scales capacity automatically.",2026-05-17 08:58:21.115874+00
cf5700cd-7b9d-46fb-88b3-316f6495e071,config,Service that records configuration changes to AWS resources and evaluates compliance with rules.,Continuously records resource configurations and changes in a configuration history; configuration items snapshot resource state; configuration recorder must be enabled per region; rules evaluate compliance (AWS-managed rules or custom rules backed by Lambda or Guard); conformance packs bundle rules and remediation; aggregators consolidate data across accounts and regions; remediation actions automate fixes via SSM Automation documents; data delivered to S3 and optionally SNS/EventBridge.,2026-05-17 08:58:21.115874+00
cf5da217-a455-4006-afe7-a092d7fa5c6d,inferentia,"AWS custom chip purpose-built for high-performance, low-cost machine learning inference.","Powers Inf1 (Inferentia1) and Inf2 (Inferentia2) EC2 instances; up to 4x higher throughput and up to 70% lower cost per inference than comparable GPU-based instances; supports TensorFlow, PyTorch, MXNet via AWS Neuron SDK; Inf2 supports models with up to 175B parameters and includes NeuronLink for high-speed chip interconnect; integrates with SageMaker for managed deployment; suited for deep learning inference at scale (NLP, computer vision, recommendation engines).",2026-05-17 08:58:21.115874+00
d0b3ff7f-81f9-49dc-abc6-d24443f1d7c3,trusted-advisor,Service that inspects AWS environment against best practices in five categories.,"Categories: Cost Optimization, Performance, Security, Fault Tolerance, Service Limits (now in Service Quotas), Operational Excellence; checks include idle EC2/ELB/RDS, underutilized resources, security group concerns, MFA on root, S3 bucket permissions, Service Limits utilization; Basic/Developer Support plans get 7 core checks; Business/Enterprise/Enterprise On-Ramp Support plans get all 100+ checks plus weekly notifications and API access; integrates with CloudWatch, EventBridge, SNS, Organizations.",2026-05-17 08:58:21.115874+00
d112d185-f00f-4255-8023-4ebb8fb16f9f,sagemaker-elastic-inference,Service that attaches low-cost GPU-powered acceleration to EC2/SageMaker/ECS instances for ML inference.,"Reduces inference cost by up to 75% by attaching fractional GPU only when needed instead of a full GPU instance; supports TensorFlow, PyTorch, MXNet, ONNX (via MXNet/PyTorch); accelerator types: eia2.medium/large/xlarge with different memory/throughput; AWS announced end of new customer access in 2023, customers should migrate to Inferentia-powered Inf1/Inf2 instances.",2026-05-17 08:58:21.115874+00
d15b5812-220e-4d1f-b506-821221f4ca88,opensearch,Managed service for OpenSearch and Elasticsearch (legacy) clusters used for search and analytics.,"Successor to Amazon Elasticsearch Service; deploys OpenSearch (forked from Elasticsearch 7.10) with built-in OpenSearch Dashboards (Kibana fork); cluster types: dedicated master nodes (recommended 3 for HA), data nodes, UltraWarm nodes (S3-backed for warm data), cold storage; UltraWarm + cold reduces storage cost vs hot data nodes; OpenSearch Serverless: auto-scales, billed in OCUs (OpenSearch Compute Units); OpenSearch Ingestion: managed data collector (formerly known as OpenSearch Ingestion); supports VPC and public endpoints; fine-grained access control with IAM, SAML, internal users; integrates with Kinesis Firehose, Logstash, CloudWatch Logs, Lambda for data ingestion.",2026-05-17 08:58:21.115874+00
